customer_id,last_order_date,frequency,monetary,avg_order_value,total_refunds,refund_count,avg_review_score,avg_delivery_days,distinct_categories,total_discounts,recency_days,refund_rate,R_score,F_score,M_score,RFM_score,churned,segment,state,age_group,registration_date
CUS02783,2023-08-05,8,208280.0,26035.0,12731.55,2,3.625,5.25,5,5820.0,330,0.25,3,3,4,10,1,at_risk,Delta,35-44,2022-07-07
CUS02784,2023-08-07,7,337500.0,48214.29,0.0,0,4.0,2.5714285714285716,5,43700.0,328,0.0,3,3,4,10,1,at_risk,Delta,25-34,2023-06-21
CUS02785,2023-08-29,9,300525.0,33391.67,117500.2,1,3.6666666666666665,2.6666666666666665,5,28375.0,306,0.111,3,4,4,11,1,at_risk,Abuja,35-44,2022-01-04
CUS02786,2023-10-12,4,97940.0,24485.0,16330.82,1,3.5,1.75,3,9560.0,262,0.25,3,3,2,8,1,at_risk,Kano,45-54,2022-06-26
CUS02787,2024-05-01,11,609925.0,55447.73,264100.29,5,3.3636363636363638,2.3636363636363638,5,29475.0,60,0.455,5,4,5,14,0,loyal,Enugu,25-34,2022-04-21
CUS02788,2023-03-18,2,19100.0,9550.0,11337.09,1,3.5,2.5,1,0.0,470,0.5,2,2,1,5,1,hibernating,Abuja,45-54,2022-08-10
CUS02789,2024-04-25,34,629010.0,18500.29,51897.42,6,3.4411764705882355,2.323529411764706,8,25090.0,66,0.176,5,5,5,15,0,champion,Oyo,25-34,2022-12-28
CUS02790,2023-10-07,16,265110.0,16569.38,20060.04,3,3.5625,4.625,7,14390.0,267,0.188,3,5,4,12,1,loyal,Abuja,25-34,2022-08-03
CUS02791,2024-02-25,11,149000.0,13545.45,16774.87,1,3.727272727272727,2.727272727272727,5,12900.0,126,0.091,5,4,3,12,0,loyal,Rivers,25-34,2023-04-27
CUS02792,2024-05-01,24,512435.0,21351.46,16633.76,1,3.5416666666666665,2.25,7,24665.0,60,0.042,5,5,5,15,0,champion,Rivers,35-44,2023-05-15
CUS02793,2023-11-04,5,77250.0,15450.0,0.0,0,4.2,2.0,4,1350.0,239,0.0,4,3,2,9,1,at_risk,Enugu,18-24,2023-06-28
CUS02794,2023-10-04,14,269500.0,19250.0,7760.65,1,3.9285714285714284,2.7857142857142856,7,17700.0,270,0.071,3,4,4,11,1,loyal,Anambra,18-24,2022-04-15
CUS02795,2022-04-18,2,31325.0,15662.5,0.0,0,3.5,2.0,2,3575.0,804,0.0,1,2,1,4,1,lost,Lagos,18-24,2022-03-04
CUS02796,2024-04-17,28,477305.0,17046.61,0.0,0,3.9642857142857144,2.3214285714285716,6,32495.0,74,0.0,5,5,5,15,0,champion,Abuja,25-34,2022-01-19
CUS02797,2023-04-10,2,23290.0,11645.0,0.0,0,3.0,1.5,2,1010.0,447,0.0,2,2,1,5,1,hibernating,Delta,35-44,2023-02-23
CUS02798,2023-09-08,5,105665.0,21133.0,5091.3,1,3.4,3.2,4,10635.0,296,0.2,3,3,3,9,1,at_risk,Lagos,25-34,2022-08-02
CUS02799,2022-05-31,2,17935.0,8967.5,8364.8,1,3.0,3.5,2,3165.0,761,0.5,1,2,1,4,1,lost,Rivers,55+,2022-04-29
CUS02800,2022-07-02,3,35690.0,11896.67,0.0,0,4.333333333333333,2.3333333333333335,3,3010.0,729,0.0,1,2,2,5,1,hibernating,Lagos,45-54,2022-01-08
CUS02801,2023-12-25,6,160905.0,26817.5,3257.22,1,2.8333333333333335,5.166666666666667,5,25295.0,188,0.167,4,3,3,10,0,at_risk,Lagos,18-24,2022-12-09
CUS02802,2023-03-25,2,35740.0,17870.0,15638.53,1,2.0,2.5,1,7560.0,463,0.5,2,2,2,6,1,lost,Rivers,25-34,2023-03-07
CUS02803,2022-09-20,3,34080.0,11360.0,0.0,0,4.333333333333333,2.3333333333333335,3,2920.0,649,0.0,1,2,1,4,1,hibernating,Imo,18-24,2022-08-26
CUS02804,2023-02-09,2,143545.0,71772.5,92773.55,1,3.0,2.0,2,7555.0,507,0.5,2,2,3,7,1,lost,Imo,25-34,2023-01-30
CUS02805,2023-02-07,2,25980.0,12990.0,0.0,0,4.0,4.0,2,2420.0,509,0.0,2,2,1,5,1,hibernating,Kano,25-34,2023-01-18
CUS02806,2023-11-12,3,85400.0,28466.67,0.0,0,3.6666666666666665,1.0,3,6900.0,231,0.0,4,2,2,8,1,at_risk,Rivers,55+,2023-04-30
CUS02807,2023-03-11,2,148765.0,74382.5,0.0,0,3.5,1.0,2,14435.0,477,0.0,2,2,3,7,1,lost,Lagos,25-34,2023-03-06
CUS02808,2023-10-04,5,153765.0,30753.0,1792.01,1,3.8,1.8,4,32535.0,270,0.2,3,3,3,9,1,at_risk,Lagos,25-34,2023-05-14
CUS02809,2023-11-01,9,153670.0,17074.44,7931.97,1,4.333333333333333,3.7777777777777777,5,11530.0,242,0.111,4,4,3,11,1,loyal,Lagos,25-34,2022-01-07
CUS02810,2023-08-11,5,253510.0,50702.0,38990.4,1,3.4,2.6,2,7790.0,324,0.2,3,3,4,10,1,at_risk,Abuja,45-54,2023-03-09
CUS02811,2023-08-09,3,33820.0,11273.33,0.0,0,4.0,3.0,1,4380.0,326,0.0,3,2,1,6,1,at_risk,Oyo,25-34,2022-01-05
CUS02812,2023-01-29,2,262270.0,131135.0,0.0,0,4.5,2.5,1,21130.0,518,0.0,2,2,4,8,1,hibernating,Abuja,25-34,2022-09-18
CUS02813,2024-02-28,17,407235.0,23955.0,43334.36,4,3.411764705882353,2.411764705882353,4,12665.0,123,0.235,5,5,5,15,0,champion,Lagos,25-34,2023-06-22
CUS02814,2023-10-03,11,271790.0,24708.18,21465.8,2,2.727272727272727,1.9090909090909092,6,46510.0,271,0.182,3,4,4,11,1,loyal,Lagos,25-34,2022-06-22
CUS02815,2023-12-11,9,336470.0,37385.56,37650.79,1,3.888888888888889,3.0,4,19530.0,202,0.111,4,4,4,12,0,loyal,Kano,35-44,2023-01-29
CUS02816,2022-07-05,1,9000.0,9000.0,0.0,0,4.0,1.0,1,1000.0,726,0.0,1,1,1,3,1,lost,Oyo,18-24,2022-06-12
CUS02817,2024-04-15,16,192180.0,12011.25,7000.55,2,3.625,2.625,7,14020.0,76,0.125,5,5,3,13,0,loyal,Abuja,35-44,2022-07-14
CUS02818,2024-01-29,8,165035.0,20629.38,0.0,0,3.875,2.875,3,6465.0,153,0.0,4,3,3,10,0,loyal,Abuja,18-24,2023-04-14
CUS02819,2023-12-09,17,260120.0,15301.18,59753.94,3,3.2941176470588234,4.588235294117647,7,5280.0,204,0.176,4,5,4,13,0,loyal,Abuja,35-44,2022-10-24
CUS02820,2023-10-13,10,550110.0,55011.0,14209.38,1,4.0,2.2,4,10790.0,261,0.1,3,4,5,12,1,loyal,Lagos,45-54,2022-09-12
CUS02821,2023-09-17,26,644960.0,24806.15,8031.11,1,3.8461538461538463,4.576923076923077,6,48540.0,287,0.038,3,5,5,13,0,champion,Anambra,25-34,2022-04-21
CUS02822,2023-04-14,3,13835.0,4611.67,7488.23,1,3.0,2.6666666666666665,3,465.0,443,0.333,2,2,1,5,0,at_risk,Lagos,35-44,2022-01-19
CUS02823,2022-06-22,1,27740.0,27740.0,0.0,0,4.0,1.0,1,1460.0,739,0.0,1,1,1,3,1,hibernating,Imo,18-24,2022-04-09
CUS02824,2024-04-21,8,684705.0,85588.12,175961.45,4,3.0,2.5,3,57495.0,70,0.5,5,3,5,13,0,loyal,Rivers,35-44,2023-04-04
CUS02825,2022-10-24,3,47705.0,15901.67,15031.69,1,3.6666666666666665,2.6666666666666665,3,2895.0,615,0.333,1,2,2,5,1,hibernating,Abuja,45-54,2022-09-17
CUS02826,2024-03-11,12,176335.0,14694.58,78858.56999999999,3,3.5833333333333335,3.6666666666666665,5,7365.0,111,0.25,5,4,3,12,0,loyal,Kaduna,18-24,2023-04-01
CUS02827,2024-03-07,17,302380.0,17787.06,11315.71,2,4.235294117647059,2.2941176470588234,6,18720.0,115,0.118,5,5,4,14,0,loyal,Rivers,45-54,2023-04-28
CUS02828,2022-08-01,1,106600.0,106600.0,0.0,0,3.0,4.0,1,0.0,699,0.0,1,1,3,5,1,lost,Abuja,45-54,2022-07-28
CUS02829,2022-03-13,1,16400.0,16400.0,0.0,0,4.0,2.0,1,0.0,840,0.0,1,1,1,3,1,lost,Enugu,35-44,2022-02-16
CUS02830,2024-01-14,28,1309325.0,46761.61,229513.66,6,3.7142857142857144,2.0714285714285716,7,65675.0,168,0.214,4,5,5,14,0,champion,Kano,25-34,2022-08-04
CUS02831,2024-03-07,26,1424485.0,54787.88,139504.61000000002,5,3.8846153846153846,2.5384615384615383,5,80115.0,115,0.192,5,5,5,15,0,champion,Kano,18-24,2022-12-07
CUS02832,2023-09-16,9,185265.0,20585.0,9674.130000000001,2,3.4444444444444446,2.2222222222222223,8,9435.0,288,0.222,3,4,3,10,1,at_risk,Lagos,45-54,2022-04-15
CUS02833,2023-12-06,10,235925.0,23592.5,72570.48,1,3.5,4.5,4,8475.0,207,0.1,4,4,4,12,1,loyal,Lagos,18-24,2023-06-22
CUS02834,2023-03-27,1,5700.0,5700.0,0.0,0,5.0,1.0,1,0.0,461,0.0,2,1,1,4,1,hibernating,Lagos,25-34,2022-06-22
CUS02835,2024-04-08,20,394955.0,19747.75,0.0,0,4.2,2.35,7,25145.0,83,0.0,5,5,4,14,0,champion,Delta,35-44,2023-05-09
CUS02836,2023-05-21,1,24600.0,24600.0,18876.9,1,1.0,3.0,1,0.0,406,1.0,2,1,1,4,1,lost,Kaduna,25-34,2023-05-12
CUS02837,2023-12-29,8,263355.0,32919.38,149767.2,1,3.75,2.5,4,2845.0,184,0.125,4,3,4,11,0,at_risk,Delta,35-44,2022-08-17
CUS02838,2023-05-22,9,152450.0,16938.89,45164.01,2,4.333333333333333,2.6666666666666665,5,1250.0,405,0.222,2,4,3,9,1,at_risk,Lagos,25-34,2022-03-31
CUS02839,2022-03-18,2,14900.0,7450.0,0.0,0,4.5,2.0,2,0.0,835,0.0,1,2,1,4,1,lost,Anambra,45-54,2022-02-05
CUS02840,2023-08-25,7,667900.0,95414.29,0.0,0,3.857142857142857,2.5714285714285716,3,31800.0,310,0.0,3,3,5,11,1,at_risk,Lagos,25-34,2022-12-18
CUS02841,2022-09-23,1,4505.0,4505.0,0.0,0,2.0,4.0,1,795.0,646,0.0,1,1,1,3,1,lost,Kano,25-34,2022-04-12
CUS02842,2022-08-31,3,86260.0,28753.33,67224.65000000001,2,3.0,3.3333333333333335,2,4540.0,669,0.667,1,2,2,5,1,hibernating,Oyo,45-54,2022-04-29
CUS02843,2023-10-24,17,433640.0,25508.24,19260.1,4,3.411764705882353,2.8823529411764706,7,30060.0,250,0.235,3,5,5,13,1,loyal,Lagos,45-54,2022-02-01
CUS02844,2023-08-21,10,271710.0,27171.0,124461.38,3,3.5,4.5,7,27490.0,314,0.3,3,4,4,11,1,loyal,Lagos,55+,2022-08-12
CUS02845,2023-10-01,13,277010.0,21308.46,4279.17,2,3.1538461538461537,2.769230769230769,6,8590.0,273,0.154,3,4,4,11,1,loyal,Imo,18-24,2022-03-09
CUS02846,2023-09-08,8,120935.0,15116.88,32925.08,2,3.875,2.25,3,11165.0,296,0.25,3,3,3,9,1,loyal,Imo,18-24,2023-01-05
CUS02847,2023-12-24,17,466535.0,27443.24,5004.95,1,4.352941176470588,2.1176470588235294,6,39865.0,189,0.059,4,5,5,14,0,loyal,Lagos,25-34,2023-03-26
CUS02848,2024-04-02,8,337105.0,42138.12,54163.99,3,3.25,3.0,4,1395.0,89,0.375,5,3,4,12,0,loyal,Kano,45-54,2023-01-08
CUS02849,2024-04-13,13,806135.0,62010.38,0.0,0,3.923076923076923,4.153846153846154,7,26965.0,78,0.0,5,4,5,14,0,loyal,Anambra,25-34,2022-08-23
CUS02850,2024-06-12,21,202575.0,9646.43,23481.289999999997,3,3.5714285714285716,4.523809523809524,6,14025.0,18,0.143,5,5,3,13,0,champion,Lagos,35-44,2022-05-17
CUS02851,2024-06-01,12,268955.0,22412.92,9165.65,1,4.0,2.0833333333333335,6,15145.0,29,0.083,5,4,4,13,0,champion,Lagos,25-34,2022-12-09
CUS02852,2024-02-15,24,580385.0,24182.71,13316.23,2,3.625,2.8333333333333335,7,35415.0,136,0.083,5,5,5,15,0,champion,Kano,35-44,2023-01-23
CUS02853,2023-12-01,12,239130.0,19927.5,20652.73,1,3.5,3.25,5,20970.0,212,0.083,4,4,4,12,1,loyal,Enugu,25-34,2022-03-08
CUS02854,2024-03-14,9,225745.0,25082.78,0.0,0,4.0,2.2222222222222223,4,11855.0,108,0.0,5,4,4,13,0,loyal,Rivers,25-34,2022-09-23
CUS02855,2024-04-13,8,755435.0,94429.38,15840.59,1,3.875,2.5,3,49165.0,78,0.125,5,3,5,13,0,loyal,Lagos,18-24,2023-04-11
CUS02856,2023-02-09,2,29135.0,14567.5,9540.54,1,3.0,3.5,1,3165.0,507,0.5,2,2,1,5,1,hibernating,Kano,18-24,2023-01-18
CUS02857,2023-12-03,14,1127380.0,80527.14,0.0,0,4.071428571428571,2.857142857142857,5,75720.0,210,0.0,4,4,5,13,0,loyal,Kano,35-44,2022-08-27
CUS02858,2023-09-23,4,230910.0,57727.5,0.0,0,4.5,2.5,3,8290.0,281,0.0,3,3,4,10,1,at_risk,Kaduna,45-54,2022-11-10
CUS02859,2023-01-02,4,94095.0,23523.75,14719.4,1,3.75,2.5,2,3105.0,545,0.25,1,3,2,6,1,at_risk,Kaduna,35-44,2022-08-15
CUS02860,2023-06-13,1,21800.0,21800.0,0.0,0,4.0,5.0,1,0.0,383,0.0,2,1,1,4,1,lost,Abuja,55+,2023-05-16
CUS02861,2024-04-16,22,1378635.0,62665.23,25235.300000000003,3,3.5,2.6363636363636362,6,53565.0,75,0.136,5,5,5,15,0,champion,Delta,25-34,2022-08-05
CUS02862,2024-05-03,20,197845.0,9892.25,63282.18,6,3.4,3.85,5,12455.0,58,0.3,5,5,3,13,0,champion,Abuja,25-34,2022-07-11
CUS02863,2023-10-03,14,780265.0,55733.21,11203.42,2,3.7857142857142856,5.071428571428571,7,29735.0,271,0.143,3,4,5,12,0,loyal,Imo,25-34,2022-02-11
CUS02864,2023-07-20,5,56200.0,11240.0,0.0,0,3.8,3.4,4,1100.0,346,0.0,3,3,2,8,1,at_risk,Lagos,35-44,2023-05-22
CUS02865,2022-06-22,3,43140.0,14380.0,0.0,0,4.333333333333333,3.3333333333333335,1,560.0,739,0.0,1,2,2,5,1,hibernating,Oyo,55+,2022-03-17
CUS02866,2023-09-15,9,208900.0,23211.11,9379.73,2,3.3333333333333335,1.6666666666666667,5,12800.0,289,0.222,3,4,4,11,0,at_risk,Rivers,25-34,2022-12-11
CUS02867,2023-05-23,8,180780.0,22597.5,28523.22,1,3.75,4.375,3,5220.0,404,0.125,2,3,3,8,1,at_risk,Lagos,45-54,2023-04-20
CUS02868,2023-06-08,2,18420.0,9210.0,0.0,0,3.5,1.0,2,1180.0,388,0.0,2,2,1,5,1,lost,Abuja,18-24,2023-05-15
CUS02869,2022-10-12,2,44270.0,22135.0,0.0,0,3.0,2.0,1,2330.0,627,0.0,1,2,2,5,1,lost,Delta,25-34,2022-09-22
CUS02870,2024-01-26,13,146640.0,11280.0,25590.82,2,3.3846153846153846,2.076923076923077,6,7960.0,156,0.154,4,4,3,11,0,loyal,Enugu,18-24,2022-10-23
CUS02871,2022-03-05,2,142700.0,71350.0,6994.12,1,3.0,2.5,2,0.0,848,0.5,1,2,3,6,1,lost,Abuja,55+,2022-02-04
CUS02872,2023-03-26,3,50490.0,16830.0,39453.78,2,3.0,2.0,3,1110.0,462,0.667,2,2,2,6,1,at_risk,Abuja,35-44,2022-01-30
CUS02873,2023-07-29,5,294295.0,58859.0,64799.700000000004,2,3.0,2.6,4,19005.0,337,0.4,3,3,4,10,1,at_risk,Kaduna,25-34,2022-01-05
CUS02874,2024-04-27,15,289255.0,19283.67,46597.369999999995,4,3.2,2.4,6,23645.0,64,0.267,5,5,4,14,0,loyal,Lagos,18-24,2023-02-28
CUS02875,2024-04-13,31,329175.0,10618.55,68906.23,9,3.0,2.6774193548387095,6,25425.0,78,0.29,5,5,4,14,0,champion,Lagos,18-24,2023-02-19
CUS02876,2023-08-02,7,96575.0,13796.43,10911.79,2,3.7142857142857144,3.142857142857143,4,3625.0,333,0.286,3,3,2,8,1,at_risk,Abuja,25-34,2022-03-20
CUS02877,2024-03-25,29,1784495.0,61534.31,272958.51,7,3.586206896551724,2.2758620689655173,7,130605.0,97,0.241,5,5,5,15,0,champion,Rivers,25-34,2022-02-18
CUS02878,2024-01-07,12,308450.0,25704.17,25927.15,3,3.75,3.9166666666666665,6,17950.0,175,0.25,4,4,4,12,0,loyal,Abuja,45-54,2022-08-08
CUS02879,2024-06-16,34,456545.0,13427.79,21875.65,3,3.911764705882353,2.176470588235294,6,18655.0,14,0.088,5,5,5,15,0,champion,Oyo,35-44,2022-11-17
CUS02880,2024-02-22,33,842225.0,25521.97,19838.510000000002,3,3.787878787878788,2.5454545454545454,8,95375.0,129,0.091,5,5,5,15,0,champion,Oyo,35-44,2022-09-17
CUS02881,2023-02-26,1,14700.0,14700.0,0.0,0,3.0,1.0,1,0.0,490,0.0,2,1,1,4,1,hibernating,Lagos,45-54,2023-02-26
CUS02882,2022-04-12,2,16560.0,8280.0,0.0,0,4.0,3.5,2,840.0,810,0.0,1,2,1,4,1,lost,Lagos,45-54,2022-02-17
CUS02883,2024-01-13,9,193355.0,21483.89,4256.94,1,3.5555555555555554,2.3333333333333335,5,17345.0,169,0.111,4,4,3,11,0,at_risk,Lagos,25-34,2023-03-22
CUS02884,2022-03-27,1,67600.0,67600.0,0.0,0,3.0,4.0,1,0.0,826,0.0,1,1,2,4,1,hibernating,Oyo,18-24,2022-02-07
CUS02885,2023-02-14,1,11400.0,11400.0,0.0,0,5.0,4.0,1,0.0,502,0.0,2,1,1,4,1,hibernating,Abuja,35-44,2023-01-29
CUS02886,2024-03-20,14,170725.0,12194.64,23206.13,4,3.357142857142857,2.7857142857142856,5,7275.0,102,0.286,5,4,3,12,0,loyal,Lagos,35-44,2022-01-30
CUS02887,2022-12-09,1,78480.0,78480.0,0.0,0,4.0,4.0,1,8720.0,569,0.0,1,1,2,4,1,lost,Imo,25-34,2022-11-11
CUS02888,2023-12-12,26,473650.0,18217.31,18495.22,2,3.6923076923076925,2.4615384615384617,7,17850.0,201,0.077,4,5,5,14,0,champion,Lagos,18-24,2022-11-28
CUS02889,2024-04-23,6,110285.0,18380.83,0.0,0,4.0,2.0,5,7415.0,68,0.0,5,3,3,11,0,loyal,Abuja,35-44,2023-02-04
CUS02890,2023-12-28,16,387175.0,24198.44,173466.86000000002,3,3.75,2.375,6,11925.0,185,0.188,4,5,4,13,0,loyal,Anambra,18-24,2022-01-17
CUS02891,2023-06-22,2,17970.0,8985.0,0.0,0,5.0,3.0,2,1430.0,374,0.0,3,2,1,6,1,lost,Anambra,18-24,2023-06-03
CUS02892,2024-03-03,13,928350.0,71411.54,85618.55,2,3.769230769230769,2.769230769230769,4,44950.0,119,0.154,5,4,5,14,0,champion,Abuja,25-34,2022-12-16
CUS02893,2022-07-26,2,41605.0,20802.5,0.0,0,3.5,2.0,2,4095.0,705,0.0,1,2,2,5,1,lost,Lagos,18-24,2022-07-19
CUS02894,2024-04-09,20,434620.0,21731.0,29783.629999999997,3,3.95,2.7,8,62280.0,82,0.15,5,5,5,15,0,champion,Abuja,35-44,2023-02-08
CUS02895,2023-03-08,1,7920.0,7920.0,0.0,0,3.0,1.0,1,1980.0,480,0.0,2,1,1,4,1,hibernating,Rivers,35-44,2023-03-07
CUS02896,2023-01-22,1,33600.0,33600.0,0.0,0,5.0,6.0,1,0.0,525,0.0,2,1,1,4,1,hibernating,Enugu,18-24,2023-01-12
CUS02897,2023-10-05,10,260880.0,26088.0,100663.35,3,3.5,2.6,5,15220.0,269,0.3,3,4,4,11,1,loyal,Kaduna,35-44,2022-11-06
CUS02898,2023-08-26,9,78450.0,8716.67,7815.679999999999,2,3.111111111111111,2.6666666666666665,4,9550.0,309,0.222,3,4,2,9,1,at_risk,Abuja,55+,2023-06-16
CUS02899,2022-08-31,2,21440.0,10720.0,0.0,0,3.0,3.0,1,760.0,669,0.0,1,2,1,4,1,lost,Lagos,18-24,2022-08-04
CUS02900,2023-01-03,2,14800.0,7400.0,0.0,0,3.5,4.0,2,0.0,544,0.0,1,2,1,4,1,hibernating,Lagos,35-44,2022-03-28
CUS02901,2024-02-22,13,243225.0,18709.62,9054.02,2,3.769230769230769,2.5384615384615383,6,14175.0,129,0.154,5,4,4,13,0,champion,Lagos,35-44,2022-11-03
CUS02902,2023-03-21,2,41845.0,20922.5,0.0,0,3.5,4.0,2,3555.0,467,0.0,2,2,2,6,1,lost,Imo,55+,2023-02-20
CUS02903,2024-03-26,17,180805.0,10635.59,45540.270000000004,3,3.6470588235294117,5.588235294117647,6,19095.0,96,0.176,5,5,3,13,0,loyal,Anambra,18-24,2022-02-28
CUS02904,2022-04-09,2,18900.0,9450.0,5865.05,1,2.5,4.5,1,0.0,813,0.5,1,2,1,4,1,lost,Kano,25-34,2022-01-24
CUS02905,2024-01-12,16,179105.0,11194.06,28055.53,4,3.375,2.5625,6,11595.0,170,0.25,4,5,3,12,0,loyal,Lagos,35-44,2023-04-22
CUS02906,2023-05-10,9,109155.0,12128.33,28261.649999999998,3,3.4444444444444446,2.3333333333333335,5,5245.0,417,0.333,2,4,3,9,1,at_risk,Oyo,18-24,2022-12-30
CUS02907,2023-11-01,5,195620.0,39124.0,2497.2,1,3.2,2.0,3,1680.0,242,0.2,4,3,3,10,0,at_risk,Lagos,35-44,2022-01-28
CUS02908,2023-12-31,9,145425.0,16158.33,51901.7,4,2.7777777777777777,3.0,5,11975.0,182,0.444,4,4,3,11,0,loyal,Imo,25-34,2022-03-31
CUS02909,2022-08-23,1,38300.0,38300.0,24802.13,1,1.0,2.0,1,0.0,677,1.0,1,1,2,4,1,lost,Abuja,18-24,2022-08-07
CUS02910,2024-01-02,16,188755.0,11797.19,4743.46,1,3.1875,4.6875,5,9145.0,180,0.062,4,5,3,12,0,loyal,Kano,35-44,2022-12-08
CUS02911,2022-08-24,1,89100.0,89100.0,0.0,0,3.0,1.0,1,0.0,676,0.0,1,1,2,4,1,lost,Delta,25-34,2022-08-21
CUS02912,2024-01-10,5,156765.0,31353.0,0.0,0,2.6,3.0,2,135.0,172,0.0,4,3,3,10,0,at_risk,Kano,18-24,2023-06-25
CUS02913,2024-05-14,29,2043605.0,70469.14,363772.96,6,3.793103448275862,2.413793103448276,7,160595.0,47,0.207,5,5,5,15,0,champion,Abuja,35-44,2022-02-13
CUS02914,2024-02-15,23,278000.0,12086.96,10139.07,2,3.782608695652174,4.782608695652174,7,14800.0,136,0.087,5,5,4,14,0,champion,Abuja,45-54,2023-01-12
CUS02915,2024-02-19,5,134240.0,26848.0,10825.73,2,3.2,4.0,4,3660.0,132,0.4,5,3,3,11,0,at_risk,Oyo,25-34,2022-07-16
CUS02916,2023-11-16,6,392660.0,65443.33,0.0,0,3.3333333333333335,4.0,4,17340.0,227,0.0,4,3,4,11,0,loyal,Kano,25-34,2022-02-17
CUS02917,2024-01-11,22,415355.0,18879.77,16101.33,1,3.772727272727273,5.136363636363637,6,28245.0,171,0.045,4,5,5,14,0,champion,Rivers,18-24,2023-03-23
CUS02918,2023-03-20,1,8585.0,8585.0,0.0,0,5.0,1.0,1,1515.0,468,0.0,2,1,1,4,1,hibernating,Lagos,18-24,2023-02-22
CUS02919,2023-10-15,3,164730.0,54910.0,0.0,0,4.333333333333333,2.6666666666666665,3,35070.0,259,0.0,3,2,3,8,1,at_risk,Lagos,55+,2023-06-10
CUS02920,2023-11-02,9,267565.0,29729.44,39275.33,1,4.111111111111111,4.111111111111111,4,15535.0,241,0.111,4,4,4,12,1,at_risk,Kano,45-54,2022-01-24
CUS02921,2024-05-10,29,713425.0,24600.86,24741.260000000002,2,3.9310344827586206,2.689655172413793,6,45075.0,51,0.069,5,5,5,15,0,champion,Anambra,35-44,2022-11-25
CUS02922,2023-01-05,2,37230.0,18615.0,10391.5,1,3.5,2.5,2,2370.0,542,0.5,1,2,2,5,1,lost,Anambra,45-54,2022-12-12
CUS02923,2023-01-07,1,14800.0,14800.0,0.0,0,5.0,3.0,1,0.0,540,0.0,1,1,1,3,1,lost,Lagos,35-44,2022-12-17
CUS02924,2023-03-07,3,17530.0,5843.33,0.0,0,4.0,3.0,2,2370.0,481,0.0,2,2,1,5,1,hibernating,Abuja,35-44,2023-02-10
CUS02925,2022-12-03,1,10030.0,10030.0,8336.1,1,2.0,4.0,1,1770.0,575,1.0,1,1,1,3,1,hibernating,Rivers,18-24,2022-01-31
CUS02926,2024-05-14,26,1236355.0,47552.12,80111.76000000001,3,4.076923076923077,2.8076923076923075,5,42045.0,47,0.115,5,5,5,15,0,champion,Kaduna,35-44,2022-10-18
CUS02927,2023-06-22,4,91080.0,22770.0,38765.51,1,3.25,4.0,3,2220.0,374,0.25,3,3,2,8,1,at_risk,Delta,18-24,2022-09-28
CUS02928,2022-07-03,1,12500.0,12500.0,0.0,0,4.0,4.0,1,0.0,728,0.0,1,1,1,3,1,hibernating,Lagos,35-44,2022-05-12
CUS02929,2023-11-08,15,260290.0,17352.67,18545.37,4,3.533333333333333,2.466666666666667,5,25410.0,235,0.267,4,5,4,13,0,loyal,Delta,25-34,2022-06-14
CUS02930,2023-12-13,3,77480.0,25826.67,31451.91,1,3.3333333333333335,5.666666666666667,2,4820.0,200,0.333,4,2,2,8,0,at_risk,Abuja,18-24,2022-06-10
CUS02931,2023-04-19,1,26350.0,26350.0,0.0,0,4.0,4.0,1,4650.0,438,0.0,2,1,1,4,1,lost,Lagos,18-24,2023-04-16
CUS02932,2023-10-17,13,150875.0,11605.77,0.0,0,4.153846153846154,2.076923076923077,6,8725.0,257,0.0,3,4,3,10,1,loyal,Imo,18-24,2022-02-28
CUS02933,2024-06-01,14,909290.0,64949.29,52047.64,1,4.0,4.214285714285714,4,46610.0,29,0.071,5,4,5,14,0,loyal,Anambra,35-44,2022-03-19
CUS02934,2024-03-19,21,465430.0,22163.33,99259.76999999999,5,3.4285714285714284,3.0,5,32870.0,103,0.238,5,5,5,15,0,champion,Abuja,18-24,2022-08-23
CUS02935,2023-04-17,5,179330.0,35866.0,6156.79,1,3.0,3.4,4,1270.0,440,0.2,2,3,3,8,1,at_risk,Oyo,35-44,2022-05-05
CUS02936,2024-02-27,27,581900.0,21551.85,34241.76,6,3.6296296296296298,2.2962962962962963,8,37200.0,124,0.222,5,5,5,15,0,champion,Delta,25-34,2022-01-11
CUS02937,2024-03-29,28,556510.0,19875.36,0.0,0,3.7142857142857144,2.6785714285714284,8,36490.0,93,0.0,5,5,5,15,0,champion,Rivers,45-54,2023-06-23
CUS02938,2023-09-05,4,43245.0,10811.25,2480.89,1,3.25,3.25,3,5655.0,299,0.25,3,3,2,8,1,at_risk,Lagos,25-34,2022-12-03
CUS02939,2024-03-18,9,164475.0,18275.0,14445.650000000001,2,3.4444444444444446,2.6666666666666665,6,6425.0,104,0.222,5,4,3,12,0,loyal,Abuja,45-54,2022-04-04
CUS02940,2023-02-06,1,8075.0,8075.0,0.0,0,5.0,4.0,1,1425.0,510,0.0,2,1,1,4,1,hibernating,Lagos,18-24,2023-01-18
CUS02941,2024-03-25,25,534250.0,21370.0,7533.22,1,4.08,2.48,8,42050.0,97,0.04,5,5,5,15,0,champion,Abuja,45-54,2022-03-15
CUS02942,2022-10-15,2,63400.0,31700.0,0.0,0,3.0,3.5,1,0.0,624,0.0,1,2,2,5,1,hibernating,Kaduna,25-34,2022-01-24
