customer_id,segment,state,preferred_category,preferred_channel,preferred_payment,registration_date,age_group,n_orders,last_purchase_date,churned
CUS02734,loyal,Rivers,Electronics,Mobile App,Bank Transfer,2022-09-03,18-24,7,2024-01-13,0
CUS02735,at_risk,Lagos,Beauty & Personal Care,Mobile App,Card,2022-07-22,25-34,4,2023-09-09,1
CUS02736,loyal,Lagos,Sports & Outdoors,Social Commerce,Bank Transfer,2022-10-18,25-34,13,2023-12-16,1
CUS02737,hibernating,Abuja,Electronics,Mobile App,Pay on Delivery,2023-02-11,35-44,1,2022-09-24,1
CUS02738,loyal,Anambra,Food & Groceries,Mobile App,Bank Transfer,2023-02-16,25-34,10,2024-01-18,0
CUS02739,loyal,Lagos,Fashion,Mobile App,Card,2022-02-24,25-34,12,2023-10-12,1
CUS02740,champion,Oyo,Beauty & Personal Care,Social Commerce,Card,2023-06-24,45-54,31,2024-04-15,0
CUS02741,loyal,Oyo,Electronics,Mobile App,Card,2023-04-06,25-34,13,2024-03-30,0
CUS02742,loyal,Lagos,Electronics,Mobile App,Pay on Delivery,2023-01-19,25-34,9,2024-03-29,0
CUS02743,hibernating,Anambra,Books & Media,Web,Wallet,2023-04-01,35-44,3,2023-01-17,1
CUS02744,loyal,Abuja,Baby & Kids,Web,Wallet,2022-03-05,35-44,17,2024-06-24,0
CUS02745,loyal,Kano,Food & Groceries,Social Commerce,Bank Transfer,2022-02-16,45-54,8,2024-01-29,0
CUS02746,at_risk,Abuja,Electronics,Web,Wallet,2022-04-07,45-54,4,2023-07-10,1
CUS02747,at_risk,Abuja,Electronics,Mobile App,Card,2022-05-27,18-24,8,2024-01-29,0
CUS02748,champion,Lagos,Home & Kitchen,Web,Card,2022-11-07,18-24,22,2024-06-19,0
CUS02749,at_risk,Abuja,Food & Groceries,Mobile App,Bank Transfer,2023-04-29,18-24,7,2023-10-09,1
CUS02750,loyal,Enugu,Electronics,Mobile App,Bank Transfer,2022-05-13,25-34,15,2023-12-28,1
CUS02751,champion,Rivers,Electronics,Mobile App,Card,2022-04-18,25-34,13,2024-04-08,0
CUS02752,hibernating,Abuja,Beauty & Personal Care,Web,Bank Transfer,2023-03-20,18-24,3,2023-01-04,1
CUS02753,champion,Lagos,Baby & Kids,Web,Wallet,2023-06-17,18-24,27,2024-04-09,0
CUS02754,loyal,Lagos,Electronics,Web,Wallet,2022-04-16,18-24,15,2024-01-30,0
CUS02755,at_risk,Kaduna,Fashion,Web,Pay on Delivery,2023-06-10,55+,7,2024-01-28,0
CUS02756,lost,Lagos,Food & Groceries,Mobile App,Wallet,2022-06-16,35-44,1,2022-12-19,1
CUS02757,loyal,Abuja,Baby & Kids,Mobile App,Wallet,2022-02-20,18-24,9,2024-03-31,0
CUS02758,hibernating,Rivers,Electronics,Web,Card,2023-02-07,45-54,3,2023-05-01,1
CUS02759,at_risk,Lagos,Fashion,Mobile App,Card,2022-10-17,25-34,5,2023-10-17,1
CUS02760,at_risk,Kaduna,Sports & Outdoors,Social Commerce,Pay on Delivery,2022-03-06,25-34,8,2023-07-09,1
CUS02761,loyal,Delta,Food & Groceries,Mobile App,Bank Transfer,2023-03-14,25-34,9,2024-03-12,0
CUS02762,at_risk,Kano,Fashion,Mobile App,Card,2022-05-09,35-44,6,2023-12-16,1
CUS02763,at_risk,Abuja,Fashion,Web,Pay on Delivery,2022-10-15,35-44,3,2023-12-08,1
CUS02764,champion,Kano,Fashion,Mobile App,Bank Transfer,2022-10-07,45-54,23,2024-06-18,0
CUS02765,at_risk,Lagos,Fashion,Mobile App,Bank Transfer,2023-05-23,25-34,5,2023-07-04,1
CUS02766,loyal,Lagos,Electronics,Mobile App,Card,2022-03-11,18-24,17,2023-11-24,1
CUS02767,champion,Lagos,Baby & Kids,Web,Bank Transfer,2022-02-06,18-24,22,2024-03-25,0
CUS02768,champion,Anambra,Electronics,Mobile App,Bank Transfer,2023-05-16,18-24,17,2024-03-30,0
CUS02769,hibernating,Abuja,Home & Kitchen,Social Commerce,Bank Transfer,2023-03-27,18-24,1,2023-01-28,1
CUS02770,lost,Kano,Fashion,Web,Card,2022-03-15,45-54,2,2022-04-13,1
CUS02771,loyal,Abuja,Fashion,Mobile App,Card,2022-05-22,25-34,6,2024-03-22,0
CUS02772,champion,Delta,Home & Kitchen,Social Commerce,Bank Transfer,2023-01-05,18-24,12,2024-02-14,0
CUS02773,lost,Enugu,Home & Kitchen,Web,Pay on Delivery,2023-04-06,35-44,1,2022-02-28,1
CUS02774,at_risk,Lagos,Food & Groceries,Web,Pay on Delivery,2022-01-09,25-34,4,2024-01-23,0
CUS02775,hibernating,Oyo,Baby & Kids,Social Commerce,Bank Transfer,2022-11-14,18-24,1,2022-10-26,1
CUS02776,champion,Oyo,Baby & Kids,Web,Wallet,2023-02-23,45-54,29,2024-04-17,0
CUS02777,at_risk,Abuja,Beauty & Personal Care,Mobile App,Card,2022-07-30,18-24,6,2023-09-30,1
CUS02778,hibernating,Abuja,Home & Kitchen,Web,Card,2022-07-09,35-44,3,2022-10-18,1
CUS02779,champion,Kano,Home & Kitchen,Mobile App,Card,2022-07-25,25-34,23,2024-04-24,0
CUS02780,at_risk,Abuja,Sports & Outdoors,Mobile App,Card,2022-05-27,35-44,9,2023-09-14,1
CUS02781,at_risk,Rivers,Books & Media,Mobile App,Card,2022-11-19,45-54,6,2023-09-27,1
CUS02782,hibernating,Anambra,Books & Media,Mobile App,Wallet,2022-01-20,25-34,1,2023-04-17,1
CUS02783,at_risk,Delta,Books & Media,Web,Pay on Delivery,2022-07-07,35-44,8,2023-08-19,1
CUS02784,at_risk,Delta,Food & Groceries,Mobile App,Wallet,2023-06-21,25-34,7,2023-08-08,1
CUS02785,at_risk,Abuja,Baby & Kids,Web,Card,2022-01-04,35-44,9,2023-10-15,1
CUS02786,at_risk,Kano,Home & Kitchen,Social Commerce,Wallet,2022-06-26,45-54,4,2023-10-21,1
CUS02787,loyal,Enugu,Electronics,Mobile App,Bank Transfer,2022-04-21,25-34,11,2024-05-26,0
CUS02788,hibernating,Abuja,Baby & Kids,Social Commerce,Bank Transfer,2022-08-10,45-54,2,2023-05-14,1
CUS02789,champion,Oyo,Beauty & Personal Care,Mobile App,Card,2022-12-28,25-34,34,2024-06-05,0
CUS02790,loyal,Abuja,Beauty & Personal Care,Web,Pay on Delivery,2022-08-03,25-34,16,2023-11-06,1
CUS02791,loyal,Rivers,Baby & Kids,Mobile App,Wallet,2023-04-27,25-34,11,2024-03-16,0
CUS02792,champion,Rivers,Sports & Outdoors,Social Commerce,Card,2023-05-15,35-44,24,2024-05-20,0
CUS02793,at_risk,Enugu,Sports & Outdoors,Mobile App,Bank Transfer,2023-06-28,18-24,5,2023-11-29,1
CUS02794,loyal,Anambra,Food & Groceries,Mobile App,Bank Transfer,2022-04-15,18-24,14,2023-10-08,1
CUS02795,lost,Lagos,Beauty & Personal Care,Mobile App,Bank Transfer,2022-03-04,18-24,2,2022-07-30,1
CUS02796,champion,Abuja,Food & Groceries,Web,Card,2022-01-19,25-34,28,2024-05-13,0
CUS02797,hibernating,Delta,Fashion,Mobile App,Card,2023-02-23,35-44,2,2023-04-17,1
CUS02798,at_risk,Lagos,Home & Kitchen,Social Commerce,Wallet,2022-08-02,25-34,5,2023-12-20,1
CUS02799,lost,Rivers,Sports & Outdoors,Web,Bank Transfer,2022-04-29,55+,2,2022-06-25,1
CUS02800,hibernating,Lagos,Food & Groceries,Mobile App,Wallet,2022-01-08,45-54,3,2022-12-24,1
CUS02801,at_risk,Lagos,Beauty & Personal Care,Mobile App,Pay on Delivery,2022-12-09,18-24,6,2024-01-03,0
CUS02802,lost,Rivers,Sports & Outdoors,Mobile App,Card,2023-03-07,25-34,2,2022-08-14,1
CUS02803,hibernating,Imo,Food & Groceries,Mobile App,Card,2022-08-26,18-24,3,2022-10-16,1
CUS02804,lost,Imo,Home & Kitchen,Mobile App,Card,2023-01-30,25-34,2,2022-10-01,1
CUS02805,hibernating,Kano,Fashion,Web,Pay on Delivery,2023-01-18,25-34,2,2022-09-22,1
CUS02806,at_risk,Rivers,Electronics,Social Commerce,Bank Transfer,2023-04-30,55+,3,2023-12-02,1
CUS02807,lost,Lagos,Electronics,Mobile App,Wallet,2023-03-06,25-34,2,2022-02-08,1
CUS02808,at_risk,Lagos,Electronics,Mobile App,Bank Transfer,2023-05-14,25-34,5,2023-10-31,1
CUS02809,loyal,Lagos,Food & Groceries,Mobile App,Pay on Delivery,2022-01-07,25-34,9,2023-11-15,1
CUS02810,at_risk,Abuja,Electronics,Web,Wallet,2023-03-09,45-54,5,2023-08-21,1
CUS02811,at_risk,Oyo,Sports & Outdoors,Mobile App,Wallet,2022-01-05,25-34,3,2023-12-13,1
CUS02812,hibernating,Abuja,Electronics,Mobile App,Pay on Delivery,2022-09-18,25-34,2,2023-02-26,1
CUS02813,champion,Lagos,Fashion,Social Commerce,Card,2023-06-22,25-34,17,2024-03-03,0
CUS02814,loyal,Lagos,Fashion,Web,Card,2022-06-22,25-34,11,2023-10-28,1
CUS02815,loyal,Kano,Food & Groceries,Web,Card,2023-01-29,35-44,9,2024-01-01,0
CUS02816,lost,Oyo,Food & Groceries,Mobile App,Bank Transfer,2022-06-12,18-24,1,2022-03-08,1
CUS02817,loyal,Abuja,Food & Groceries,Social Commerce,Wallet,2022-07-14,35-44,16,2024-06-12,0
CUS02818,loyal,Abuja,Fashion,Web,Card,2023-04-14,18-24,8,2024-02-19,0
CUS02819,loyal,Abuja,Food & Groceries,Mobile App,Pay on Delivery,2022-10-24,35-44,17,2024-01-17,0
CUS02820,loyal,Lagos,Electronics,Web,Bank Transfer,2022-09-12,45-54,10,2023-10-29,1
CUS02821,champion,Anambra,Beauty & Personal Care,Web,Pay on Delivery,2022-04-21,25-34,26,2024-04-03,0
CUS02822,at_risk,Lagos,Fashion,Web,Card,2022-01-19,35-44,3,2024-01-05,0
CUS02823,hibernating,Imo,Electronics,Mobile App,Card,2022-04-09,18-24,1,2022-09-06,1
CUS02824,loyal,Rivers,Electronics,Mobile App,Wallet,2023-04-04,35-44,8,2024-04-28,0
CUS02825,hibernating,Abuja,Food & Groceries,Web,Card,2022-09-17,45-54,3,2022-12-03,1
CUS02826,loyal,Kaduna,Beauty & Personal Care,Mobile App,Pay on Delivery,2023-04-01,18-24,12,2024-04-07,0
CUS02827,loyal,Rivers,Food & Groceries,Mobile App,Card,2023-04-28,45-54,17,2024-04-06,0
CUS02828,lost,Abuja,Electronics,Web,Card,2022-07-28,45-54,1,2022-07-13,1
CUS02829,lost,Enugu,Fashion,Social Commerce,Pay on Delivery,2022-02-16,35-44,1,2022-01-31,1
CUS02830,champion,Kano,Electronics,Mobile App,Wallet,2022-08-04,25-34,28,2024-03-11,0
CUS02831,champion,Kano,Electronics,Social Commerce,Card,2022-12-07,18-24,26,2024-04-05,0
CUS02832,at_risk,Lagos,Beauty & Personal Care,Web,Card,2022-04-15,45-54,9,2023-10-08,1
CUS02833,loyal,Lagos,Fashion,Mobile App,Pay on Delivery,2023-06-22,18-24,10,2023-12-19,1
CUS02834,hibernating,Lagos,Fashion,Web,Bank Transfer,2022-06-22,25-34,1,2023-04-13,1
CUS02835,champion,Delta,Sports & Outdoors,Web,Bank Transfer,2023-05-09,35-44,20,2024-04-09,0
CUS02836,lost,Kaduna,Beauty & Personal Care,Mobile App,Card,2023-05-12,25-34,1,2022-06-24,1
CUS02837,at_risk,Delta,Beauty & Personal Care,Web,Bank Transfer,2022-08-17,35-44,8,2024-02-02,0
CUS02838,at_risk,Lagos,Electronics,Web,Card,2022-03-31,25-34,9,2023-08-13,1
CUS02839,lost,Anambra,Electronics,Mobile App,Card,2022-02-05,45-54,2,2022-05-19,1
CUS02840,at_risk,Lagos,Electronics,Mobile App,Card,2022-12-18,25-34,7,2023-09-01,1
CUS02841,lost,Kano,Electronics,Mobile App,Pay on Delivery,2022-04-12,25-34,1,2022-12-04,1
CUS02842,hibernating,Oyo,Fashion,Social Commerce,Bank Transfer,2022-04-29,45-54,3,2022-09-21,1
CUS02843,loyal,Lagos,Food & Groceries,Web,Card,2022-02-01,45-54,17,2023-11-02,1
CUS02844,loyal,Lagos,Fashion,Mobile App,Pay on Delivery,2022-08-12,55+,10,2023-10-08,1
CUS02845,loyal,Imo,Baby & Kids,Mobile App,Card,2022-03-09,18-24,13,2023-10-03,1
CUS02846,loyal,Imo,Beauty & Personal Care,Mobile App,Card,2023-01-05,18-24,8,2023-11-04,1
CUS02847,loyal,Lagos,Home & Kitchen,Web,Wallet,2023-03-26,25-34,17,2024-01-26,0
CUS02848,loyal,Kano,Electronics,Mobile App,Wallet,2023-01-08,45-54,8,2024-06-20,0
CUS02849,loyal,Anambra,Electronics,Web,Pay on Delivery,2022-08-23,25-34,13,2024-04-26,0
CUS02850,champion,Lagos,Beauty & Personal Care,Mobile App,Pay on Delivery,2022-05-17,35-44,21,2024-06-14,0
CUS02851,champion,Lagos,Home & Kitchen,Mobile App,Bank Transfer,2022-12-09,25-34,12,2024-06-03,0
CUS02852,champion,Kano,Food & Groceries,Mobile App,Card,2023-01-23,35-44,24,2024-02-27,0
CUS02853,loyal,Enugu,Home & Kitchen,Web,Wallet,2022-03-08,25-34,12,2023-12-30,1
CUS02854,loyal,Rivers,Fashion,Mobile App,Bank Transfer,2022-09-23,25-34,9,2024-03-27,0
CUS02855,loyal,Lagos,Electronics,Web,Wallet,2023-04-11,18-24,8,2024-06-18,0
CUS02856,hibernating,Kano,Food & Groceries,Mobile App,Card,2023-01-18,18-24,2,2023-02-17,1
CUS02857,loyal,Kano,Electronics,Mobile App,Card,2022-08-27,35-44,14,2024-04-15,0
CUS02858,at_risk,Kaduna,Electronics,Mobile App,Wallet,2022-11-10,45-54,4,2023-09-30,1
CUS02859,at_risk,Kaduna,Home & Kitchen,Web,Card,2022-08-15,35-44,4,2023-12-11,1
CUS02860,lost,Abuja,Baby & Kids,Social Commerce,Pay on Delivery,2023-05-16,55+,1,2022-01-27,1
CUS02861,champion,Delta,Electronics,Web,Bank Transfer,2022-08-05,25-34,22,2024-05-06,0
CUS02862,champion,Abuja,Food & Groceries,Social Commerce,Pay on Delivery,2022-07-11,25-34,20,2024-06-15,0
CUS02863,loyal,Imo,Electronics,Web,Pay on Delivery,2022-02-11,25-34,14,2024-03-18,0
CUS02864,at_risk,Lagos,Baby & Kids,Mobile App,Pay on Delivery,2023-05-22,35-44,5,2023-07-21,1
CUS02865,hibernating,Oyo,Sports & Outdoors,Social Commerce,Pay on Delivery,2022-03-17,55+,3,2022-10-26,1
CUS02866,at_risk,Rivers,Sports & Outdoors,Web,Card,2022-12-11,25-34,9,2024-01-13,0
CUS02867,at_risk,Lagos,Home & Kitchen,Mobile App,Pay on Delivery,2023-04-20,45-54,8,2023-06-06,1
CUS02868,lost,Abuja,Fashion,Mobile App,Card,2023-05-15,18-24,2,2022-03-04,1
CUS02869,lost,Delta,Fashion,Social Commerce,Bank Transfer,2022-09-22,25-34,2,2022-06-28,1
CUS02870,loyal,Enugu,Fashion,Mobile App,Card,2022-10-23,18-24,13,2024-03-11,0
CUS02871,lost,Abuja,Books & Media,Web,Bank Transfer,2022-02-04,55+,2,2022-01-01,1
CUS02872,at_risk,Abuja,Food & Groceries,Web,Wallet,2022-01-30,35-44,3,2023-07-09,1
CUS02873,at_risk,Kaduna,Electronics,Mobile App,Card,2022-01-05,25-34,5,2023-10-17,1
CUS02874,loyal,Lagos,Fashion,Mobile App,Bank Transfer,2023-02-28,18-24,15,2024-06-05,0
CUS02875,champion,Lagos,Beauty & Personal Care,Mobile App,Bank Transfer,2023-02-19,18-24,31,2024-04-18,0
CUS02876,at_risk,Abuja,Beauty & Personal Care,Web,Bank Transfer,2022-03-20,25-34,7,2023-10-05,1
CUS02877,champion,Rivers,Electronics,Mobile App,Wallet,2022-02-18,25-34,29,2024-04-04,0
CUS02878,loyal,Abuja,Home & Kitchen,Social Commerce,Pay on Delivery,2022-08-08,45-54,12,2024-01-23,0
CUS02879,champion,Oyo,Food & Groceries,Mobile App,Card,2022-11-17,35-44,34,2024-06-25,0
CUS02880,champion,Oyo,Fashion,Mobile App,Card,2022-09-17,35-44,33,2024-03-20,0
CUS02881,hibernating,Lagos,Food & Groceries,Web,Bank Transfer,2023-02-26,45-54,1,2022-09-18,1
CUS02882,lost,Lagos,Beauty & Personal Care,Web,Bank Transfer,2022-02-17,45-54,2,2022-05-12,1
CUS02883,at_risk,Lagos,Fashion,Mobile App,Bank Transfer,2023-03-22,25-34,9,2024-01-24,0
CUS02884,hibernating,Oyo,Electronics,Web,Card,2022-02-07,18-24,1,2023-04-19,1
CUS02885,hibernating,Abuja,Electronics,Web,Wallet,2023-01-29,35-44,1,2022-10-06,1
CUS02886,loyal,Lagos,Food & Groceries,Web,Bank Transfer,2022-01-30,35-44,14,2024-05-15,0
CUS02887,lost,Imo,Books & Media,Web,Pay on Delivery,2022-11-11,25-34,1,2022-08-31,1
CUS02888,champion,Lagos,Food & Groceries,Mobile App,Wallet,2022-11-28,18-24,26,2024-03-14,0
CUS02889,loyal,Abuja,Home & Kitchen,Web,Card,2023-02-04,35-44,6,2024-05-03,0
CUS02890,loyal,Anambra,Food & Groceries,Web,Card,2022-01-17,18-24,16,2024-01-19,0
CUS02891,lost,Anambra,Beauty & Personal Care,Web,Bank Transfer,2023-06-03,18-24,2,2022-05-03,1
CUS02892,champion,Abuja,Electronics,Social Commerce,Bank Transfer,2022-12-16,25-34,13,2024-03-14,0
CUS02893,lost,Lagos,Sports & Outdoors,Mobile App,Bank Transfer,2022-07-19,18-24,2,2022-08-01,1
CUS02894,champion,Abuja,Beauty & Personal Care,Web,Card,2023-02-08,35-44,20,2024-05-25,0
CUS02895,hibernating,Rivers,Books & Media,Web,Bank Transfer,2023-03-07,35-44,1,2023-04-22,1
CUS02896,hibernating,Enugu,Fashion,Web,Pay on Delivery,2023-01-12,18-24,1,2023-03-29,1
CUS02897,loyal,Kaduna,Sports & Outdoors,Mobile App,Wallet,2022-11-06,35-44,10,2023-11-01,1
CUS02898,at_risk,Abuja,Books & Media,Mobile App,Card,2023-06-16,55+,9,2023-09-28,1
CUS02899,lost,Lagos,Baby & Kids,Web,Card,2022-08-04,18-24,2,2022-01-28,1
CUS02900,hibernating,Lagos,Baby & Kids,Web,Pay on Delivery,2022-03-28,35-44,2,2023-02-01,1
CUS02901,champion,Lagos,Beauty & Personal Care,Social Commerce,Bank Transfer,2022-11-03,35-44,13,2024-03-27,0
CUS02902,lost,Imo,Home & Kitchen,Mobile App,Pay on Delivery,2023-02-20,55+,2,2022-09-21,1
CUS02903,loyal,Anambra,Books & Media,Social Commerce,Pay on Delivery,2022-02-28,18-24,17,2024-05-12,0
CUS02904,lost,Kano,Sports & Outdoors,Mobile App,Pay on Delivery,2022-01-24,25-34,2,2022-12-01,1
CUS02905,loyal,Lagos,Food & Groceries,Web,Bank Transfer,2023-04-22,35-44,16,2024-01-26,0
CUS02906,at_risk,Oyo,Books & Media,Mobile App,Card,2022-12-30,18-24,9,2023-06-11,1
CUS02907,at_risk,Lagos,Beauty & Personal Care,Social Commerce,Wallet,2022-01-28,35-44,5,2024-01-02,0
CUS02908,loyal,Imo,Baby & Kids,Mobile App,Card,2022-03-31,25-34,9,2024-01-02,0
CUS02909,lost,Abuja,Sports & Outdoors,Mobile App,Card,2022-08-07,18-24,1,2022-02-27,1
CUS02910,loyal,Kano,Food & Groceries,Social Commerce,Pay on Delivery,2022-12-08,35-44,16,2024-01-03,0
CUS02911,lost,Delta,Electronics,Web,Bank Transfer,2022-08-21,25-34,1,2022-08-15,1
CUS02912,at_risk,Kano,Food & Groceries,Social Commerce,Wallet,2023-06-25,18-24,5,2024-01-12,0
CUS02913,champion,Abuja,Electronics,Mobile App,Bank Transfer,2022-02-13,35-44,29,2024-05-19,0
CUS02914,champion,Abuja,Food & Groceries,Mobile App,Pay on Delivery,2023-01-12,45-54,23,2024-02-19,0
CUS02915,at_risk,Oyo,Sports & Outdoors,Social Commerce,Pay on Delivery,2022-07-16,25-34,5,2024-02-28,0
CUS02916,loyal,Kano,Electronics,Mobile App,Pay on Delivery,2022-02-17,25-34,6,2024-01-09,0
CUS02917,champion,Rivers,Baby & Kids,Mobile App,Pay on Delivery,2023-03-23,18-24,22,2024-03-19,0
CUS02918,hibernating,Lagos,Fashion,Web,Wallet,2023-02-22,18-24,1,2022-10-10,1
CUS02919,at_risk,Lagos,Electronics,Web,Wallet,2023-06-10,55+,3,2023-12-22,1
CUS02920,at_risk,Kano,Home & Kitchen,Mobile App,Pay on Delivery,2022-01-24,45-54,9,2023-11-24,1
CUS02921,champion,Anambra,Sports & Outdoors,Mobile App,Wallet,2022-11-25,35-44,29,2024-06-23,0
CUS02922,lost,Anambra,Fashion,Mobile App,Card,2022-12-12,45-54,2,2022-05-29,1
CUS02923,lost,Lagos,Home & Kitchen,Mobile App,Card,2022-12-17,35-44,1,2022-10-08,1
CUS02924,hibernating,Abuja,Baby & Kids,Mobile App,Wallet,2023-02-10,35-44,3,2022-12-29,1
CUS02925,hibernating,Rivers,Beauty & Personal Care,Mobile App,Card,2022-01-31,18-24,1,2022-12-11,1
CUS02926,champion,Kaduna,Electronics,Mobile App,Card,2022-10-18,35-44,26,2024-05-24,0
CUS02927,at_risk,Delta,Fashion,Mobile App,Pay on Delivery,2022-09-28,18-24,4,2023-08-21,1
CUS02928,hibernating,Lagos,Food & Groceries,Mobile App,Wallet,2022-05-12,35-44,1,2022-09-10,1
CUS02929,loyal,Delta,Food & Groceries,Social Commerce,Bank Transfer,2022-06-14,25-34,15,2024-01-16,0
CUS02930,at_risk,Abuja,Fashion,Mobile App,Pay on Delivery,2022-06-10,18-24,3,2024-01-01,0
CUS02931,lost,Lagos,Fashion,Mobile App,Bank Transfer,2023-04-16,18-24,1,2022-02-24,1
CUS02932,loyal,Imo,Fashion,Mobile App,Bank Transfer,2022-02-28,18-24,13,2023-11-27,1
CUS02933,loyal,Anambra,Electronics,Social Commerce,Pay on Delivery,2022-03-19,35-44,14,2024-06-17,0
CUS02934,champion,Abuja,Sports & Outdoors,Mobile App,Card,2022-08-23,18-24,21,2024-05-18,0
CUS02935,at_risk,Oyo,Fashion,Social Commerce,Wallet,2022-05-05,35-44,5,2023-07-12,1
CUS02936,champion,Delta,Beauty & Personal Care,Web,Bank Transfer,2022-01-11,25-34,27,2024-03-04,0
CUS02937,champion,Rivers,Fashion,Mobile App,Bank Transfer,2023-06-23,45-54,28,2024-03-31,0
CUS02938,at_risk,Lagos,Food & Groceries,Mobile App,Card,2022-12-03,25-34,4,2023-10-23,1
CUS02939,loyal,Abuja,Electronics,Social Commerce,Bank Transfer,2022-04-04,45-54,9,2024-04-15,0
CUS02940,hibernating,Lagos,Fashion,Mobile App,Card,2023-01-18,18-24,1,2022-10-03,1
CUS02941,champion,Abuja,Sports & Outdoors,Mobile App,Card,2022-03-15,45-54,25,2024-03-31,0
CUS02942,hibernating,Kaduna,Baby & Kids,Mobile App,Card,2022-01-24,25-34,2,2023-03-13,1
CUS02943,champion,Kano,Home & Kitchen,Web,Card,2022-06-21,25-34,33,2024-05-19,0
CUS02944,lost,Oyo,Sports & Outdoors,Mobile App,Card,2023-06-08,25-34,1,2022-05-11,1
CUS02945,hibernating,Lagos,Electronics,Mobile App,Card,2022-07-04,18-24,3,2023-04-08,1
CUS02946,loyal,Anambra,Food & Groceries,Web,Card,2022-01-03,35-44,17,2024-04-28,0
CUS02947,champion,Abuja,Food & Groceries,Web,Card,2023-01-27,35-44,28,2024-03-29,0
CUS02948,champion,Lagos,Sports & Outdoors,Web,Wallet,2022-01-06,45-54,21,2024-05-13,0
CUS02949,at_risk,Enugu,Food & Groceries,Mobile App,Card,2023-01-15,35-44,8,2024-02-11,0
CUS02950,loyal,Lagos,Fashion,Mobile App,Pay on Delivery,2022-03-18,25-34,16,2023-11-25,1
CUS02951,at_risk,Rivers,Fashion,Web,Pay on Delivery,2022-10-08,45-54,9,2023-12-23,1
CUS02952,hibernating,Delta,Sports & Outdoors,Mobile App,Card,2022-08-16,18-24,2,2022-11-12,1
CUS02953,lost,Abuja,Baby & Kids,Mobile App,Wallet,2022-05-04,25-34,1,2022-04-19,1
CUS02954,lost,Anambra,Fashion,Mobile App,Pay on Delivery,2022-10-30,55+,1,2022-05-06,1
CUS02955,hibernating,Lagos,Home & Kitchen,Mobile App,Wallet,2022-12-23,35-44,1,2022-12-01,1
CUS02956,loyal,Lagos,Electronics,Web,Card,2022-06-23,18-24,12,2024-02-27,0
CUS02957,loyal,Kaduna,Beauty & Personal Care,Web,Bank Transfer,2022-09-19,25-34,6,2023-11-07,1
CUS02958,hibernating,Lagos,Beauty & Personal Care,Mobile App,Bank Transfer,2023-06-15,18-24,2,2023-02-07,1
CUS02959,champion,Abuja,Fashion,Mobile App,Card,2022-08-14,18-24,28,2024-04-23,0
CUS02960,lost,Kano,Electronics,Mobile App,Card,2023-05-29,25-34,2,2022-03-30,1
CUS02961,loyal,Lagos,Home & Kitchen,Web,Card,2022-08-10,35-44,8,2023-11-09,1
CUS02962,champion,Lagos,Home & Kitchen,Mobile App,Card,2022-05-03,25-34,24,2024-05-02,0
CUS02963,champion,Lagos,Food & Groceries,Web,Bank Transfer,2022-05-15,18-24,25,2024-05-28,0
CUS02964,hibernating,Imo,Home & Kitchen,Mobile App,Card,2023-03-16,25-34,3,2023-02-15,1
CUS02965,loyal,Rivers,Food & Groceries,Web,Bank Transfer,2022-02-08,18-24,8,2024-06-14,0
CUS02966,hibernating,Kano,Food & Groceries,Mobile App,Pay on Delivery,2022-04-02,35-44,2,2022-12-26,1
CUS02967,loyal,Abuja,Books & Media,Social Commerce,Bank Transfer,2023-01-27,25-34,11,2024-06-01,0
CUS02968,loyal,Anambra,Fashion,Social Commerce,Card,2022-03-21,35-44,7,2023-12-10,1
CUS02969,loyal,Enugu,Electronics,Web,Pay on Delivery,2023-06-04,25-34,15,2023-12-06,1
CUS02970,lost,Delta,Food & Groceries,Web,Card,2023-04-18,18-24,1,2022-07-19,1
CUS02971,hibernating,Enugu,Home & Kitchen,Web,Wallet,2022-04-28,35-44,1,2023-03-30,1
CUS02972,champion,Rivers,Food & Groceries,Mobile App,Bank Transfer,2022-12-25,18-24,15,2024-04-23,0
CUS02973,loyal,Abuja,Sports & Outdoors,Mobile App,Bank Transfer,2022-12-15,45-54,8,2023-11-07,1
CUS02974,lost,Abuja,Fashion,Mobile App,Bank Transfer,2023-01-20,35-44,2,2022-04-28,1
CUS02975,loyal,Enugu,Electronics,Social Commerce,Bank Transfer,2023-04-09,35-44,13,2024-01-10,0
CUS02976,loyal,Kano,Sports & Outdoors,Social Commerce,Card,2023-06-20,18-24,15,2024-03-13,0
CUS02977,at_risk,Anambra,Books & Media,Mobile App,Wallet,2022-09-28,25-34,5,2023-12-18,1
CUS02978,hibernating,Abuja,Home & Kitchen,Mobile App,Card,2023-02-28,45-54,3,2022-11-20,1
CUS02979,loyal,Lagos,Sports & Outdoors,Web,Bank Transfer,2022-05-15,35-44,16,2023-11-28,1
CUS02980,champion,Abuja,Fashion,Web,Card,2023-01-27,35-44,20,2024-05-26,0
CUS02981,at_risk,Lagos,Food & Groceries,Mobile App,Bank Transfer,2022-09-22,25-34,6,2023-06-16,1
CUS02982,loyal,Anambra,Beauty & Personal Care,Mobile App,Bank Transfer,2023-01-24,25-34,10,2023-10-01,1
CUS02983,champion,Kano,Fashion,Web,Bank Transfer,2023-04-21,35-44,34,2024-03-19,0
CUS02984,loyal,Kano,Home & Kitchen,Mobile App,Wallet,2022-05-17,25-34,15,2023-12-05,1
CUS02985,lost,Enugu,Fashion,Web,Bank Transfer,2023-06-12,25-34,2,2022-04-12,1
